In which country is your primary residence?,Which of the following age groups best describes you?,What is the highest level of education you've achieved?,Gender: How do you identify? - Selected Choice,The organization I work for is best classified as a:,What is your primary role? - Selected Choice,For how many years have you been in your current role?,What position did you hold prior to this? - Selected Choice,How would you rate your job satisfaction in your current role?,What would cause you to leave your current employer for a new job? Please select the top option besides pay/benefits. - Selected Choice,Which of the following best describes your industry?,Which of the following best describes your current job level?,How many people does your organization currently employ?,What department does your role fall under? - Selected Choice,"Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Data preparation","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Data cleansing","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Data visualization","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Model selection","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Model training","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Deploying models","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Reporting and presentation","Thinking about your current role, what tasks are most time consuming? (Please assign a percentage to each feature based on importance; total must add up to 100). - Other (please indicate)","Does your organization allow the use of open-source software (Python/R libraries such as pandas, NumPy, etc.)?",What kinds of measures or tools does your company use to secure its software supply chains? (Select all that apply). - Selected Choice,How does your organization ensure the open-source packages are secure and meet enterprise security standards? (Select all that apply). - Selected Choice,What roadblocks are preventing your organization's use of open-source? (Select all that apply). - Selected Choice,Does your institution encourage you/your team to contribute code to open-source projects?,How do they encourage you/your team to contribute code to open-source projects?  (Select all that apply). - Selected Choice,Which of the following data science/ML tools are used inside your organization? - AWS Sagemaker,Which of the following data science/ML tools are used inside your organization? - Alteryx,Which of the following data science/ML tools are used inside your organization? - Anaconda,Which of the following data science/ML tools are used inside your organization? - Azure ML Studio,Which of the following data science/ML tools are used inside your organization? - Cloudera CDSW,Which of the following data science/ML tools are used inside your organization? - Comet,Which of the following data science/ML tools are used inside your organization? - DataBricks,Which of the following data science/ML tools are used inside your organization? - Dataiku,Which of the following data science/ML tools are used inside your organization? - DataRobot,Which of the following data science/ML tools are used inside your organization? - Domino,Which of the following data science/ML tools are used inside your organization? - Explorium,Which of the following data science/ML tools are used inside your organization? - GitHub,Which of the following data science/ML tools are used inside your organization? - Google AI Platform,Which of the following data science/ML tools are used inside your organization? - Google BigQuery,Which of the following data science/ML tools are used inside your organization? - Google Colab,Which of the following data science/ML tools are used inside your organization? - H20,Which of the following data science/ML tools are used inside your organization? - IBM Watson Studio,Which of the following data science/ML tools are used inside your organization? - JFrog Artifactory,Which of the following data science/ML tools are used inside your organization? - KNIME,Which of the following data science/ML tools are used inside your organization? - Looker,Which of the following data science/ML tools are used inside your organization? - MLFlow,Which of the following data science/ML tools are used inside your organization? - Nexus Sonotype,Which of the following data science/ML tools are used inside your organization? - PowerBI,Which of the following data science/ML tools are used inside your organization? - RStudio,Which of the following data science/ML tools are used inside your organization? - RapidMiner,Which of the following data science/ML tools are used inside your organization? - SAS,Which of the following data science/ML tools are used inside your organization? - Snowflake,Which of the following data science/ML tools are used inside your organization? - Stack Overflow,Which of the following data science/ML tools are used inside your organization? - Tableau,Which of the following data science/ML tools are used inside your organization? - Weights & Biases,Which of the following data science/ML tools are used inside your organization? - Other (please specify),Has your organization scaled back the use of open-source software in the past year due to concerns around security?,How much control do IT users have over the open-source tools and packages your company uses?,What kinds of measures or tools do you or your institution use to ensure fairness and mitigate bias in data sets and models? - Selected Choice,What kinds of measures or tools do you or your institution use to address model explainability and interpretability? (Select all that apply). - Selected Choice,Where do you conduct most of your model development and training?,Where do you deploy your models into production?,What roadblocks do you face when moving models to a production environment? (Select all that apply). - Selected Choice,"In your opinion, what are the most important skills/areas of expertise missing in the data science/ML area of your organization? (Select all that apply). - Selected Choice",Do you believe the government should play a larger role in strengthening technological innovation and manufacturing in your country?,Which of the following governmental incentives do you support? (Select all that apply).,Attracting and retaining employees has challenged the technology industry more than ever before. How concerned is your organization about the potential impact of a talent shortage?,What are you most concerned about with regard to the current workforce talent shortage? Please select your top three concerns. - Selected Choice,Which of the following steps is your organization taking to address the current workforce talent shortage? (Select all that apply). - Selected Choice,What do you think are the biggest barriers to the successful enterprise adoption of data science? (Select all that apply). - Selected Choice,Which of the following best describes your specialization or field of research?,"What topics, tools, or skills is your institution teaching students of data science and machine learning? (Select all that apply).",How often is bias in AI/ML/data science taught in classes or lectures?,What types of AI/ML/data science bias are taught in classes or lectures? (Select all that apply). - Selected Choice,What types of bias have you personally encountered in your work? (Select all that apply). - Selected Choice,How often are topics related to open-source security taught in classes or lectures?,"What topics, tools, or skills are in covered your courses in preparation for entering the data science/ML field? (Select all that apply).",How often is bias in AI/ML/data science discussed in classes or lectures?,What types of AI/ML/data science bias are covered in your classes or lectures? (Select all that apply). - Selected Choice,What types of bias have you personally encountered in your work? (Select all that apply). - Selected Choice,"In your opinion, what is the biggest obstacle to obtaining the experience required for a career in data science or related fields? - Selected Choice",How often are topics related to open-source security taught in classes or lectures?,What is the ideal setting that you would like to work in? - Selected Choice,How often do you use the following languages? - Python,How often do you use the following languages? - R,How often do you use the following languages? - Java,How often do you use the following languages? - JavaScript,How often do you use the following languages? - C/C++,How often do you use the following languages? - C#,How often do you use the following languages? - Julia,How often do you use the following languages? - HTML/CSS,How often do you use the following languages? - Bash/Shell,How often do you use the following languages? - SQL,How often do you use the following languages? - Go,How often do you use the following languages? - PHP,How often do you use the following languages? - Rust,How often do you use the following languages? - TypeScript,How often do you use the following languages? - Other (please indicate below),What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Speed of innovation,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Most economical option,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Most useful tools for my needs,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Avoid vendor lock-in,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Product quality,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Offers security,What do you value most about open-source technology? (Please assign a percentage to each feature based on importance; total must add up to 100). - Other (please indicate),What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Enable non-experts to train machine learning models,What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Quickly and efficiently tune very many hyperparameters,What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Help choose the best model types to solve specific problems,"What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Speed up the ML pipeline by automating certain workflows (data cleaning, etc.)","What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Tune the model once performance (such as accuracy, etc.) starts to degrade",What should an AutoML tool do for data scientists? Please drag answers to rank from most important to least important. (1=most important) - Other (please indicate),What do you think is the biggest problem in the data science/AI/ML space today? - Selected Choice,What tools and resources do you feel are lacking for data scientists who want to learn and develop their skills? (Select all that apply). - Selected Choice,How do you typically learn about new tools and topics relevant to your role? (Select all that apply). - Selected Choice,What are you most hoping to see from the data science industry this year? - Selected Choice,What do you believe is the biggest challenge in the open-source community today? - Selected Choice,"Have supply chain disruption problems, such as the ongoing chip shortage, impacted your access to computing resources?"
Austria,42-57,Master's degree,Male,Commercial (for-profit) entity,Other (please indicate below),5-6 years,,Moderately satisfied ,More responsibility/opportunity for career advancement,Manufacturing,Manager,"201-1,000",Other (please indicate below),50,30,10,0,0,0,10,0,Yes,We only use source-verified packages,Manual checks against a vulnerability database,,Yes,Team members dedicated to contributing to OS projects,,,,,,,,,,,,,,,,,,,,,,,Currently Using,,,,,,,,,"No, we have not scaled back",IT controls all company open-source tools and packages,We manually assess data sets for fairness and bias,"Model outcomes must be applicable to all related groups and treatments in test sample (i.e., no cherry picking data)",Local laptop,In the cloud,"Moving to the cloud,A skills gap in my organization (Data engineering, Docker, Kubernetes, etc.)","Big data management,Machine learning,Python,SQL",Yes,More funding for STEM/tech schooling,Very concerned,"Employee turnover,Recruiting and talent acquisition,Ability to recruit/retain technical talent ","Permitting or expanding remote work options,Partner with schools/universities to encourage talent to apply,Train current employees,Increase automation",Insufficient talent or headcount in the data science area,,,,,,,,,,,,,,Frequently,,,,,,,,,,,,,,,0,0,0,0,100,0,0,3,1,4,5,2,6,Advanced information warfare ,Community engagement and learning platforms,"Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube)",New optimized models that allow for more complex computations to be conducted faster,Talent shortage,No
Afghanistan,26-41,Some college,Female,Commercial (for-profit) entity,Data Scientist,5-6 years,,Slightly satisfied ,More access to professional training/development,Technology,Senior,1-200,Data Science ,10,5,5,5,15,20,40,0,Yes,"Vulnerability and security scanning software,We create and use custom and proprietary software",We use a managed repository,,Yes,Funding specific to OS project development,Plans to Use,Currently Using,Plans to Use,Interested In,Interested In,Currently Using,Currently Using,Currently Using,Plans to Use,Interested In,Plans to Use,Plans to Use,Interested In,Plans to Use,Currently Using,Currently Using,Plans to Use,Interested In,Interested In,Plans to Use,Currently Using,Currently Using,Plans to Use,Plans to Use,Plans to Use,Interested In,Interested In,Plans to Use,Plans to Use,Plans to Use,,"Yes, we scaled back before the Log4j vulnerability",IT controls all company open-source tools and packages,We evaluate data collection methods according to internally-set standards,"We use statistical inferential tests to assess variable fidelity,We perform a series of controlled tests to assess model interpretability",In the cloud,In the cloud,"Re-coding models from Python/R to another language,Managing package dependencies and environments","Communication skills,Engineering skills,Probability and statistics,Advanced mathematics,Computer vision/image processing",Yes,More funding for technology companies,Extremely concerned,"Employee turnover,Recruiting and talent acquisition,Ability to recruit/retain technical talent ","Permitting or expanding remote work options,Partner with schools/universities to encourage talent to apply","Unrealistic expectations for results,Insufficient investment in data engineering and tooling to enable the production of good models,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Always,Frequently,Always,Frequently,Sometimes,Frequently,Always,Always,Sometimes,Frequently,Frequently,Always,Frequently,Frequently,,30,10,10,10,20,20,0,1,4,5,2,3,6,Social impacts from bias in data and models,"Community engagement and learning platforms,Tailored learning paths","Free video content (e.g. YouTube),Paid online courses (e.g. Coursera, EdX)",More specialized data science hardware,Security vulnerabilities,No
United States,26-41,Bachelor's degree,Male,Commercial (for-profit) entity,Product Manager,3-4 years,,Slightly satisfied ,N/A - I would not leave my current position,Electronics,Manager,1-200,Research and Development  ,15,5,15,20,25,15,5,0,Yes,"Manual model and application audits,Vulnerability and security scanning software","We use a managed repository,Manual checks against a vulnerability database",,Yes,Team members dedicated to contributing to OS projects,Not Interested In,Not Interested In,Not Interested In,Currently Using,Not Interested In,Not Interested In,Not Interested In,Plans to Use,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Plans to Use,Interested In,Currently Using,Not Interested In,Not Interested In,Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Interested In,Not Interested In,Not Interested In,Interested In,Not Interested In,Not Interested In,Not Interested In,,"Yes, we scaled back after the Log4j vulnerability",IT controls most company open-source tools and packages,We evaluate data collection methods according to internally-set standards,We perform a series of controlled tests to assess model interpretability,On-premises local server,In the cloud,"Meeting IT/InfoSec standards,Securing data connectivity,A skills gap in my organization (Data engineering, Docker, Kubernetes, etc.)","Ethics in data science/machine learning,Model deployment",Yes,"More funding for technology companies,More funding for STEM/tech schooling",Moderately concerned,"Employee turnover,Our ability to meet business demands ,Ability to recruit/retain technical talent ","Permitting or expanding remote work options,Partner with schools/universities to encourage talent to apply,Train current employees",Insufficient investment in data engineering and tooling to enable the production of good models,,,,,,,,,,,,,,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Frequently,,20,5,20,5,20,30,0,3,2,1,5,4,6,Lack of diversity and inclusion in the profession,Tailored learning paths,"Reading technical books, blogs, newsletters, and papers,Paid university courses",Further innovation in the open-source data science community,Talent shortage,No
Dominican Republic,42-57,Bachelor's degree,Male,Government agency,Business Analyst,,,Not at all satisfied ,Other (please indicate below),Government,Senior,"5,001-10,000",Center of Excellence,45,45,0,0,0,0,10,0,No,I'm not sure,,Lack of knowledge or understanding,No,,,,,,,,,,,,,I'm Not Sure,Interested In,Interested In,,,,,,,,,Plans to Use,I'm Not Sure,,,,I'm Not Sure,,,Currently Using,I'm not sure,IT controls all company open-source tools and packages,We manually assess data sets for fairness and bias,I'm not sure,I do not conduct model development and training,I do not deploy models into production,We do not deploy models in production,"Business knowledge,Engineering skills,Data visualization,Ethics in data science/machine learning,Computer systems,Python,R,SQL,Development languages in addition to Python/R",Yes,More funding for technology companies,Not at all concerned,"Employee turnover,Recruiting and talent acquisition,Other (please indicate below)","We are not taking any action to address the current workforce talent shortage,I'm not sure",Unrealistic expectations for results,,,,,,,,,,,,,,Sometimes,Sometimes,,,,,,,,Sometimes,,,,,,100,0,0,0,0,0,0,1,2,3,4,5,6,A reduction in job opportunities caused by automation,"Community engagement and learning platforms,Hands-on projects,Mentorship opportunities","Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube)",More resources given to data science teams within organizations,Talent shortage,I'm not sure
United States,18-25,Bachelor's degree,Male,Commercial (for-profit) entity,Business Analyst,3-4 years,,Moderately satisfied ,More responsibility/opportunity for career advancement,Professional Services,Senior,1-200,Research and Development  ,10,10,10,20,20,20,10,0,Yes,"Manual model and application audits,Vulnerability and security scanning software","We use a vulnerability scanner,We use a managed repository,Manual checks against a vulnerability database",,Yes,Additional time dedicated to contributing to OS projects,Interested In,Plans to Use,Interested In,Interested In,Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Interested In,Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Not Interested In,Interested In,Interested In,Interested In,Interested In,Interested In,,"No, we have not scaled back",IT controls most company open-source tools and packages,We perform a suite of statistical fairness tests,We do not use any measures or tools to ensure model explainability or interpretability,In the cloud,In the cloud,"Managing package dependencies and environments,A skills gap in my organization (Data engineering, Docker, Kubernetes, etc.),Model decay or data drift","Probability and statistics,Big data management,Machine learning,Deep learning",Yes,"More funding for technology companies,More funding for STEM/tech schooling",Moderately concerned,"Employee turnover,Recruiting and talent acquisition,Customer service ","Partner with schools/universities to encourage talent to apply,Train current employees,Increase salaries,Improve benefits,Increase automation","Unrealistic expectations for results,Insufficient investment in data engineering and tooling to enable the production of good models,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Frequently,Never,Frequently,Frequently,Rarely,Rarely,Rarely,Frequently,Rarely,Always,Never,Sometimes,Rarely,Rarely,,20,20,20,20,10,10,0,4,1,2,3,5,6,Impacts to individual privacy,"Community engagement and learning platforms,Tailored learning paths","Reading technical books, blogs, newsletters, and papers",Further innovation in the open-source data science community,Talent shortage,No
United States,18-25,High School or equivalent,Female,Commercial (for-profit) entity,Data Engineer,3-4 years,,Very satisfied ,,Construction,Associate,"1,001-3,000",IT,10,10,20,20,10,10,20,0,Yes,Vulnerability and security scanning software,We use a managed repository,,No,,Not Interested In,Interested In,Interested In,Not Interested In,Interested In,Plans to Use,Interested In,Interested In,Interested In,Not Interested In,Interested In,Interested In,Plans to Use,Interested In,Interested In,Not Interested In,Interested In,Interested In,Interested In,Plans to Use,Interested In,Interested In,Not Interested In,Interested In,Interested In,Plans to Use,Interested In,Interested In,Not Interested In,Interested In,,"No, we have increased use",IT controls most company open-source tools and packages,We evaluate data collection methods according to internally-set standards,We only use low-interpretability models in low-risk scenarios,Local laptop,On-premises local server,Meeting IT/InfoSec standards,Communication skills,Yes,More regulation of big tech companies ,Slightly concerned,"Recruiting and talent acquisition,Customer service ,Diversity and inclusion hiring objectives ","Permitting or expanding remote work options,Decrease job requirements",Insufficient investment in data engineering and tooling to enable the production of good models,,,,,,,,,,,,,,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Rarely,,20,30,10,10,10,20,0,4,2,3,1,5,6,Impacts to individual privacy,Mentorship opportunities,Free video content (e.g. YouTube),More resources given to data science teams within organizations,Public trust,No
United States,18-25,Bachelor's degree,Male,Commercial (for-profit) entity,Business Analyst,<1 years,I was a student,Moderately satisfied ,More access to professional training/development,Automotive,Entry-level,"3,001-5,000",Operations,20,40,30,0,0,0,10,0,Yes,I'm not sure,I'm not sure or not aware of any measures,,I'm not sure,,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,,I'm not sure,IT has no oversight of company open-source tools and packages,We manually assess data sets for fairness and bias,I'm not sure,Local laptop,I do not deploy models into production,We do not deploy models in production,"Communication skills,Machine learning,Deep learning,Computer systems,Model deployment",No,"More funding for STEM/tech schooling,More regulation of big tech companies ",Slightly concerned,"Employee turnover,Recruiting and talent acquisition,Ability to recruit/retain technical talent ",Improve benefits,"Unrealistic expectations for results,Insufficient investment in data engineering and tooling to enable the production of good models,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Frequently,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,,0,100,0,0,0,0,0,2,3,1,4,5,6,Impacts to individual privacy,"Community engagement and learning platforms,Tailored learning paths,Hands-on projects,Mentorship opportunities",Free video content (e.g. YouTube),More resources given to data science teams within organizations,Security vulnerabilities,No
Canada,26-41,Bachelor's degree,Male,Commercial (for-profit) entity,Data Engineer,3-4 years,,Very satisfied ,More flexibility with my work hours,Finance,Principal,"5,001-10,000",Data Science ,20,5,10,5,20,20,20,0,Yes,"Manual model and application audits,Vulnerability and security scanning software,We create and use custom and proprietary software,We have and use SBOMs,We only use source-verified packages","We use a vulnerability scanner,Manual checks against a vulnerability database",,Yes,"Additional time dedicated to contributing to OS projects,Team members dedicated to contributing to OS projects",Not Interested In,Interested In,Not Interested In,Plans to Use,Not Interested In,Currently Using,Plans to Use,Interested In,Currently Using,Interested In,I'm Not Sure,Interested In,Currently Using,Currently Using,Currently Using,Not Interested In,Plans to Use,I'm Not Sure,Interested In,Not Interested In,Plans to Use,Not Interested In,Interested In,I'm Not Sure,I'm Not Sure,Not Interested In,Plans to Use,Plans to Use,Plans to Use,Currently Using,,"Yes, we scaled back after the Log4j vulnerability",IT controls about 50% of company open-source tools and packages,We manually assess data sets for fairness and bias,"We use statistical inferential tests to assess variable fidelity,We only use low-interpretability models in low-risk scenarios,Model outcomes must be applicable to all related groups and treatments in test sample (i.e., no cherry picking data)",On-premises local server,On-premises local server,"Re-coding models from Python/R to another language,Securing data connectivity,Securing network connectivity,Moving to the cloud","Business knowledge,Engineering skills,Data visualization,Big data management,NLP,Python,JavaScript",Yes,"More funding for technology companies,More regulation of big tech companies ",Very concerned,"Employee turnover,Customer service ,Ability to recruit/retain technical talent ","Permitting or expanding remote work options,Partner with schools/universities to encourage talent to apply,Train current employees,Increase salaries,Improve benefits,Increase automation","Unrealistic expectations for results,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Frequently,Sometimes,Sometimes,Always,Always,Frequently,Never,Sometimes,Never,Always,Never,Rarely,Never,Never,,20,30,5,5,10,30,0,4,1,2,3,5,6,Lack of diversity and inclusion in the profession,"Community engagement and learning platforms,Tailored learning paths,Hands-on projects,Mentorship opportunities","Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube),Paid online courses (e.g. Coursera, EdX)",New optimized models that allow for more complex computations to be conducted faster,Security vulnerabilities,No
United States,26-41,Bachelor's degree,Male,Educational institution,Professor/Instructor/Researcher,9-10 years,,Moderately satisfied ,N/A - I would not leave my current position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychology,"Big data management,Machine learning,NLP","Often, but only during a specific class about ethics. ","Confirmation bias,Measurement bias",Measurement bias,"Often, but only during a specific class",,,,,,,,Rarely,Rarely,Frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,,5,5,30,10,25,25,0,3,2,1,5,4,6,Social impacts from bias in data and models,Community engagement and learning platforms,"Reading technical books, blogs, newsletters, and papers,Paid university courses",More specialized data science hardware,Public trust,No
United States,26-41,Bachelor's degree,Male,Educational institution,Student,,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer Science and Engineering (technology),"Machine learning,Deep learning,NLP,Data visualization,Computer vision/image processing,Python","Often, but only during a specific class about ethics. ","AI/ML/data science bias is not taught in my classes or lectures,Algorithmic bias,Sample bias","Confirmation bias,Algorithmic bias,Sample bias","Rarely, only if there is a one-off conversation or question",,,,,,,,Always,,,Sometimes,,,,Sometimes,Frequently,Rarely,,,,,,30,0,5,5,60,0,0,1,4,2,3,5,6,Other (please indicate below),Mentorship opportunities,"Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube)",More resources given to data science teams within organizations,Talent shortage,Yes
United States,26-41,Bachelor's degree,Male,Educational institution,Other (please indicate below),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematics,"Proprietary tools (ex. Tableau, Google Colab, SAS, MATLAB, etc)",It hasn't come up in any discussions or lectures.,Other (please indicate below),I have not encountered bias,It hasn't come up in any discussions or lectures,,,,,,,,Always,,,,Sometimes,,,Sometimes,,,,,,Sometimes,,49,0,0,51,0,0,0,1,2,3,4,5,6,Other (please indicate below),Other (please indicate below),Other (please indicate below),Other (please indicate below),Other (please indicate below),Yes
United States,26-41,Master's degree,Female,Commercial (for-profit) entity,Data Engineer,7-8 years,,Moderately satisfied ,N/A - I would not leave my current position,Manufacturing,Manager,"5,001-10,000",Research and Development  ,10,10,20,10,20,20,10,0,Yes,"Manual model and application audits,We have and use SBOMs",We use a vulnerability scanner,,I'm not sure,,Plans to Use,Interested In,I'm Not Sure,Currently Using,Plans to Use,Plans to Use,Interested In,Not Interested In,Plans to Use,Plans to Use,Interested In,Plans to Use,Plans to Use,Plans to Use,,Interested In,I'm Not Sure,Interested In,Not Interested In,Interested In,Interested In,Interested In,Not Interested In,Interested In,Not Interested In,Not Interested In,Interested In,Interested In,Not Interested In,Not Interested In,,"Yes, we scaled back before the Log4j vulnerability",IT controls most company open-source tools and packages,We evaluate data collection methods according to internally-set standards,We use statistical inferential tests to assess variable fidelity,I do not conduct model development and training,I do not deploy models into production,We do not deploy models in production,Big data management,Yes,"More funding for technology companies,More funding for STEM/tech schooling",Very concerned,"Recruiting and talent acquisition,Diversity and inclusion hiring objectives ,Ability to recruit/retain technical talent ","Partner with schools/universities to encourage talent to apply,Increase salaries","Insufficient investment in data engineering and tooling to enable the production of good models,Insufficient talent or headcount in the data science area",,,,,,,,,,,,,,Rarely,Frequently,Sometimes,Frequently,Frequently,Frequently,Rarely,Frequently,Rarely,Frequently,Rarely,Frequently,Rarely,Rarely,,30,0,30,0,20,20,0,2,1,3,5,4,6,A reduction in job opportunities caused by automation,Mentorship opportunities,"Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube),Paid online courses (e.g. Coursera, EdX)",Further innovation in the open-source data science community,Public trust,No
Indonesia,18-25,Bachelor's degree,Male,Educational institution,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer Science and Engineering (technology),"Business knowledge,Communication skills,Development languages in addition to Python/R,Engineering skills,Probability and statistics,Business analytics,Big data management,Machine learning,Deep learning,NLP,Advanced mathematics,Data visualization,Ethics in data science/machine learning,Computer vision/image processing,Computer systems,Python,R,SQL,Go lang ,Proprietary tools (ex. Tableau, Google Colab, SAS, MATLAB, etc)","Frequently, in multiple classes and lectures.","AI/ML/data science bias is not taught in my classes or lectures,Confirmation bias,Algorithmic bias,Sample bias,Prejudice bias,Measurement bias,Exclusion bias,Outlier bias","I have not encountered bias,Confirmation bias,Algorithmic bias,Sample bias,Prejudice bias,Measurement bias,Exclusion bias,Outlier bias","Frequently, in multiple classes and lectures",,,,,,,,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,,10,10,10,10,10,10,40,2,5,3,1,4,6,Social impacts from bias in data and models,"Community engagement and learning platforms,Tailored learning paths,Hands-on projects,Mentorship opportunities","Reading technical books, blogs, newsletters, and papers,Free video content (e.g. YouTube),Paid online courses (e.g. Coursera, EdX),Paid university courses,Community platforms and forums",More resources given to data science teams within organizations,Public trust,Yes
United States,26-41,Bachelor's degree,Female,Government agency,Data Scientist,5-6 years,,Moderately satisfied ,More responsibility/opportunity for career advancement,Government,Senior,1-200,Data Science ,10,10,10,10,10,10,10,30,No,None currently,,Other (please indicate below),No,,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,I'm Not Sure,,"No, we have not scaled back",IT controls most company open-source tools and packages,I'm not sure,I'm not sure,Local desktop/workstation,On-premises local server,We do not deploy models in production,Other (please indicate below),Yes,More funding for technology companies,Very concerned,"Employee turnover,Recruiting and talent acquisition,Ability to recruit/retain technical talent ",We are not taking any action to address the current workforce talent shortage,"Unrealistic expectations for results,Insufficient investment in data engineering and tooling to enable the production of good models",,,,,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,10,10,10,10,10,10,40,1,2,3,4,5,6,Advanced information warfare ,Tailored learning paths,Paid university courses,New optimized models that allow for more complex computations to be conducted faster,Talent shortage,I'm not sure
